id,student_id,question_id,topic,subtopic,question_level,answer,date,duration,option_selected
6896,1219,384,18,11,5,-1,2020-01-08 08:26:32+00,,
6897,1219,780,18,11,5,-1,2020-01-08 08:26:32+00,,
6898,1219,379,18,11,2,-1,2020-01-08 08:26:32+00,,
6899,1219,784,18,11,5,-1,2020-01-08 08:26:32+00,,
6900,1219,291,18,11,3,-1,2020-01-08 08:26:32+00,,
6901,1219,383,18,11,3,-1,2020-01-08 08:26:32+00,,
6902,1322,324,18,11,4,0,2020-01-08 08:36:02+00,,
6903,1322,784,18,11,5,1,2020-01-08 08:36:02+00,,
6904,1322,443,18,11,5,1,2020-01-08 08:36:02+00,,
6905,1322,444,18,11,5,1,2020-01-08 08:36:02+00,,
6906,1322,323,18,11,3,0,2020-01-08 08:36:02+00,,
6907,1322,780,18,11,5,1,2020-01-08 08:36:02+00,,
6908,1322,287,18,11,4,-1,2020-01-08 08:36:02+00,,
6909,634,319,18,11,2,-1,2020-01-08 08:46:39+00,,
6910,634,376,18,11,5,1,2020-01-08 08:46:39+00,,
6911,634,321,18,11,3,1,2020-01-08 08:46:39+00,,
6912,634,785,18,11,3,1,2020-01-08 08:46:39+00,,
6913,634,325,18,11,3,1,2020-01-08 08:46:39+00,,
6914,634,784,18,11,5,1,2020-01-08 08:46:39+00,,
6915,634,296,18,11,5,-1,2020-01-08 08:46:39+00,,
6916,1080,459,18,10,4,0,2020-01-08 08:51:13+00,,
6917,1080,431,18,10,4,-1,2020-01-08 08:51:13+00,,
6918,1080,426,18,10,4,-1,2020-01-08 08:51:13+00,,
6919,1080,436,18,10,4,-1,2020-01-08 08:51:13+00,,
6920,1080,429,18,10,2,0,2020-01-08 08:51:13+00,,
6921,1080,454,18,10,4,-1,2020-01-08 08:51:13+00,,
6922,1080,453,18,10,4,-1,2020-01-08 08:51:13+00,,
6923,1322,384,18,11,5,0,2020-01-08 09:07:23+00,,
6924,1322,383,18,11,3,0,2020-01-08 09:07:23+00,,
6925,1322,780,18,11,5,1,2020-01-08 09:07:23+00,,
